Time [s],Channel 0,Channel 1
97.118687900,0,0
97.118792200,1,0
97.118896900,0,0
97.119630700,1,0
97.119843400,0,0
97.120157600,1,0
97.120262900,0,0
97.120786700,1,0
97.120999600,0,0
97.121209000,1,0
97.121313800,0,0
97.121418700,1,0
97.121524100,0,0
97.121838500,1,0
97.122155800,0,0
97.123099100,1,0
97.123313800,0,0
97.123628200,1,0
97.123733500,0,0
97.124257400,1,0
97.124472300,0,0
97.124786500,1,0
97.124996500,0,0
97.125100900,1,0
97.125311000,0,0
97.125415400,1,0
97.125770000,0,0
97.125877700,1,0
97.126916300,0,0
97.127022700,1,0
97.128061300,0,0
97.128167600,1,0
97.128269700,0,0
97.128999500,1,0
97.129206300,0,0
97.129417000,1,0
97.129622700,0,0
97.130144600,1,0
97.130351400,0,0
97.131289500,1,0
97.131496900,0,0
97.131603200,1,0
97.131809200,0,0
97.132435100,1,0
97.132642200,0,0
97.132748600,1,0
97.132850700,0,0
97.133268700,1,0
97.133370500,0,0
97.133580500,1,0
97.133787600,0,0
97.133894000,1,0
97.133996100,0,0
97.134725900,1,0
97.134933000,0,0
97.135351800,1,0
97.135453600,0,0
97.135871500,1,0
97.136078000,0,0
97.136184900,1,0
97.136391100,0,0
97.136497200,1,0
97.136599000,0,0
97.136809100,1,0
97.142098400,0,0
97.486369100,1,0
97.491371100,0,0
97.491475400,1,0
97.492527600,0,0
97.492632000,1,0
97.493682900,0,0
97.493786700,1,0
97.493892000,0,0
97.494625700,1,0
97.494838400,0,0
97.495152700,1,0
97.495257400,0,0
97.495781800,1,0
97.495994500,0,0
97.496203800,1,0
97.496308600,0,0
97.496413500,1,0
97.496518200,0,0
97.496833100,1,0
97.497151000,0,0
97.498095100,1,0
97.498309800,0,0
97.498624200,1,0
97.498729100,0,0
97.499253500,1,0
97.499468300,0,0
97.499782100,1,0
97.499992100,0,0
97.500097000,1,0
97.500306800,0,0
97.500411200,1,0
97.500764700,0,0
97.500872400,1,0
97.501911100,0,0
97.502017500,1,0
97.503056200,0,0
97.503162500,1,0
97.503264600,0,0
97.503994400,1,0
97.504201200,0,0
97.504411900,1,0
97.504617600,0,0
97.505139500,1,0
97.505346300,0,0
97.506284400,1,0
97.506491800,0,0
97.506598100,1,0
97.506804200,0,0
97.507430000,1,0
97.507637100,0,0
97.507743500,1,0
97.507845700,0,0
97.508263700,1,0
97.508365400,0,0
97.508575400,1,0
97.508782600,0,0
97.508889000,1,0
97.508991100,0,0
97.509720800,1,0
97.509928000,0,0
97.510346700,1,0
97.510448500,0,0
97.510866400,1,0
97.511072900,0,0
97.511179800,1,0
97.511386000,0,0
97.511492100,1,0
97.511593900,0,0
97.511804000,1,0
97.517089900,0,0
97.807369100,1,0
97.812371000,0,0
97.812475800,1,0
97.813526500,0,0
97.813630400,1,0
97.814681600,0,0
97.814786000,1,0
97.814890800,0,0
97.815624600,1,0
97.815837300,0,0
97.816151500,1,0
97.816256800,0,0
97.816780600,1,0
97.816993400,0,0
97.817202800,1,0
97.817307600,0,0
97.817412500,1,0
97.817517800,0,0
97.817832400,1,0
97.818149700,0,0
97.819093000,1,0
97.819307600,0,0
97.819622100,1,0
97.819727400,0,0
97.820251200,1,0
97.820466100,0,0
97.820780400,1,0
97.820990300,0,0
97.821094700,1,0
97.821304700,0,0
97.821409200,1,0
97.821764000,0,0
97.821871600,1,0
97.822910300,0,0
97.823016700,1,0
97.824055300,0,0
97.824161500,1,0
97.824263700,0,0
97.824993400,1,0
97.825200100,0,0
97.825410800,1,0
97.825616500,0,0
97.826138400,1,0
97.826345100,0,0
97.827283200,1,0
97.827490600,0,0
97.827596800,1,0
97.827802900,0,0
97.828428800,1,0
97.828635900,0,0
97.828742300,1,0
97.828844400,0,0
97.829262400,1,0
97.829364300,0,0
97.829574300,1,0
97.829781400,0,0
97.829887800,1,0
97.829989900,0,0
97.830719800,1,0
97.830926900,0,0
97.831345700,1,0
97.831447500,0,0
97.831865400,1,0
97.832072000,0,0
97.832178800,1,0
97.832385100,0,0
97.832491200,1,0
97.832593000,0,0
97.832803100,1,0
97.838089000,0,0
98.129360900,1,0
98.134362600,0,0
98.134466800,1,0
98.135518900,0,0
98.135623300,1,0
98.136674700,0,0
98.136778600,1,0
98.136883800,0,0
98.137617600,1,0
98.137830200,0,0
98.138144400,1,0
98.138249200,0,0
98.138773500,1,0
98.138986400,0,0
98.139195800,1,0
98.139300600,0,0
98.139405500,1,0
98.139510300,0,0
98.139825300,1,0
98.140143300,0,0
98.141087200,1,0
98.141301800,0,0
98.141616000,1,0
98.141720800,0,0
98.142245100,1,0
98.142460000,0,0
98.142773800,1,0
98.142983800,0,0
98.143088600,1,0
98.143298500,0,0
98.143402900,1,0
98.143757000,0,0
98.143864700,1,0
98.144903400,0,0
98.145010300,1,0
98.146049000,0,0
98.146155200,1,0
98.146257500,0,0
98.146987300,1,0
98.147194000,0,0
98.147405100,1,0
98.147610900,0,0
98.148132800,1,0
98.148339600,0,0
98.149277900,1,0
98.149485200,0,0
98.149591900,1,0
98.149798000,0,0
98.150423900,1,0
98.150631000,0,0
98.150737400,1,0
98.150839500,0,0
98.151257600,1,0
98.151359400,0,0
98.151569400,1,0
98.151776500,0,0
98.151882900,1,0
98.151985200,0,0
98.152715000,1,0
98.152922000,0,0
98.153340800,1,0
98.153442600,0,0
98.153860500,1,0
98.154067200,0,0
98.154173600,1,0
98.154379700,0,0
98.154485800,1,0
98.154587600,0,0
98.154797700,1,0
98.160086800,0,0
98.501362800,1,0
98.506363700,0,0
98.506468500,1,0
98.507519500,0,0
98.507624400,1,0
98.508675600,0,0
98.508779900,1,0
98.508884700,0,0
98.509618500,1,0
98.509831100,0,0
98.510145500,1,0
98.510250800,0,0
98.510775000,1,0
98.510987800,0,0
98.511197100,1,0
98.511301800,0,0
98.511406700,1,0
98.511512000,0,0
98.511826300,1,0
98.512143600,0,0
98.513086900,1,0
98.513301600,0,0
98.513616000,1,0
98.513721300,0,0
98.514245300,1,0
98.514460300,0,0
98.514774300,1,0
98.514984300,0,0
98.515089200,1,0
98.515299000,0,0
98.515403400,1,0
98.515757700,0,0
98.515865400,1,0
98.516904100,0,0
98.517010500,1,0
98.518049100,0,0
98.518155400,1,0
98.518257500,0,0
98.518987200,1,0
98.519194000,0,0
98.519404700,1,0
98.519610400,0,0
98.520132200,1,0
98.520339000,0,0
98.521277100,1,0
98.521484500,0,0
98.521590700,1,0
98.521796800,0,0
98.522422600,1,0
98.522629700,0,0
98.522736100,1,0
98.522838200,0,0
98.523256200,1,0
98.523358000,0,0
98.523568000,1,0
98.523775100,0,0
98.523881500,1,0
98.523983700,0,0
98.524713400,1,0
98.524920600,0,0
98.525339300,1,0
98.525441100,0,0
98.525859000,1,0
98.526065600,0,0
98.526172400,1,0
98.526378700,0,0
98.526484800,1,0
98.526586600,0,0
98.526796700,1,0
98.532084200,0,0
98.823356600,1,0
98.828358000,0,0
98.828462800,1,0
98.829514000,0,0
98.829617900,1,0
98.830669800,0,0
98.830774100,1,0
98.830878900,0,0
98.831613100,1,0
98.831825800,0,0
98.832140200,1,0
98.832245500,0,0
98.832769600,1,0
98.832982500,0,0
98.833191800,1,0
98.833297000,0,0
98.833401400,1,0
98.833506700,0,0
98.833821000,1,0
98.834138500,0,0
98.835082100,1,0
98.835296700,0,0
98.835611200,1,0
98.835716500,0,0
98.836240600,1,0
98.836455600,0,0
98.836770000,1,0
98.836980000,0,0
98.837085000,1,0
98.837294900,0,0
98.837399400,1,0
98.837752100,0,0
98.837859900,1,0
98.838898600,0,0
98.839004800,1,0
98.840043500,0,0
98.840149900,1,0
98.840252000,0,0
98.840981800,1,0
98.841188600,0,0
98.841399100,1,0
98.841604800,0,0
98.842126700,1,0
98.842333400,0,0
98.843271700,1,0
98.843479200,0,0
98.843585200,1,0
98.843791300,0,0
98.844417100,1,0
98.844624300,0,0
98.844730700,1,0
98.844832900,0,0
98.845250900,1,0
98.845352700,0,0
98.845562700,1,0
98.845769700,0,0
98.845876200,1,0
98.845978400,0,0
98.846708100,1,0
98.846915300,0,0
98.847333900,1,0
98.847435700,0,0
98.847853600,1,0
98.848060300,0,0
98.848166700,1,0
98.848372700,0,0
98.848478900,1,0
98.848580700,0,0
98.848790700,1,0
98.854078600,0,0
99.195355000,1,0
99.200357100,0,0
99.200461400,1,0
99.201512300,0,0
99.201616600,1,0
99.202667400,0,0
99.202771200,1,0
99.202876500,0,0
99.203610300,1,0
99.203822900,0,0
99.204137200,1,0
99.204242000,0,0
99.204766300,1,0
99.204979600,0,0
99.205188800,1,0
99.205294100,0,0
99.205399000,1,0
99.205503700,0,0
99.205818600,1,0
99.206135400,0,0
99.207079200,1,0
99.207294300,0,0
99.207609300,1,0
99.207714100,0,0
99.208238700,1,0
99.208454200,0,0
99.208768600,1,0
99.208978500,0,0
99.209083400,1,0
99.209293300,0,0
99.209397600,1,0
99.209749000,0,0
99.209856700,1,0
99.210895400,0,0
99.211002200,1,0
99.212040900,0,0
99.212147200,1,0
99.212249400,0,0
99.212979200,1,0
99.213185800,0,0
99.213397000,1,0
99.213602800,0,0
99.214124600,1,0
99.214331400,0,0
99.215269700,1,0
99.215476900,0,0
99.215583700,1,0
99.215789700,0,0
99.216415600,1,0
99.216622800,0,0
99.216729200,1,0
99.216831300,0,0
99.217249300,1,0
99.217351100,0,0
99.217561100,1,0
99.217768200,0,0
99.217874600,1,0
99.217976900,0,0
99.218706700,1,0
99.218913700,0,0
99.219332400,1,0
99.219434200,0,0
99.219852100,1,0
99.220058800,0,0
99.220165200,1,0
99.220371300,0,0
99.220477400,1,0
99.220579200,0,0
99.220789200,1,0
99.226076400,0,0
99.557348600,1,0
99.562349800,0,0
99.562454100,1,0
99.563505900,0,0
99.563610200,1,0
99.564660900,0,0
99.564764800,1,0
99.564870000,0,0
99.565604100,1,0
99.565816900,0,0
99.566131300,1,0
99.566236100,0,0
99.566760700,1,0
99.566973500,0,0
99.567182800,1,0
99.567287500,0,0
99.567392400,1,0
99.567497200,0,0
99.567812000,1,0
99.568129800,0,0
99.569073600,1,0
99.569288300,0,0
99.569602700,1,0
99.569707600,0,0
99.570232100,1,0
99.570447100,0,0
99.570761100,1,0
99.570970900,0,0
99.571075800,1,0
99.571285800,0,0
99.571390100,1,0
99.571743100,0,0
99.571850700,1,0
99.572889500,0,0
99.572996400,1,0
99.574035200,0,0
99.574141400,1,0
99.574243700,0,0
99.574973600,1,0
99.575180200,0,0
99.575391400,1,0
99.575597100,0,0
99.576119000,1,0
99.576325800,0,0
99.577264200,1,0
99.577471500,0,0
99.577578200,1,0
99.577784300,0,0
99.578410200,1,0
99.578617300,0,0
99.578723700,1,0
99.578825900,0,0
99.579243900,1,0
99.579345700,0,0
99.579555700,1,0
99.579762900,0,0
99.579869300,1,0
99.579971600,0,0
99.580701500,1,0
99.580908500,0,0
99.581327300,1,0
99.581429100,0,0
99.581847000,1,0
99.582053700,0,0
99.582160100,1,0
99.582366200,0,0
99.582472300,1,0
99.582574100,0,0
99.582784100,1,0
99.588073100,0,0
99.883347100,1,0
99.888349600,0,0
99.888454400,1,0
99.889505800,0,0
99.889609600,1,0
99.890661000,0,0
99.890765300,1,0
99.890870100,0,0
99.891603900,1,0
99.891816500,0,0
99.892130800,1,0
99.892236000,0,0
99.892759800,1,0
99.892972600,0,0
99.893181900,1,0
99.893286700,0,0
99.893391500,1,0
99.893496700,0,0
99.893811100,1,0
99.894128400,0,0
99.895071500,1,0
99.895286100,0,0
99.895600300,1,0
99.895705600,0,0
99.896229400,1,0
99.896444300,0,0
99.896758500,1,0
99.896968400,0,0
99.897072800,1,0
99.897282700,0,0
99.897387100,1,0
99.897735100,0,0
99.897842900,1,0
99.898881700,0,0
99.898988000,1,0
99.900026700,0,0
99.900133600,1,0
99.900235800,0,0
99.900965600,1,0
99.901172400,0,0
99.901383100,1,0
99.901588900,0,0
99.902110800,1,0
99.902317500,0,0
99.903256400,1,0
99.903463800,0,0
99.903569900,1,0
99.903776200,0,0
99.904402100,1,0
99.904609100,0,0
99.904715600,1,0
99.904817800,0,0
99.905235800,1,0
99.905337600,0,0
99.905547600,1,0
99.905754800,0,0
99.905861200,1,0
99.905963400,0,0
99.906693200,1,0
99.906900400,0,0
99.907319000,1,0
99.907420800,0,0
99.907838800,1,0
99.908045500,0,0
99.908151900,1,0
99.908358000,0,0
99.908464100,1,0
99.908566000,0,0
99.908776100,1,0
99.914065200,0,0
100.210342000,1,0
100.215344900,0,0
100.215449200,1,0
100.216501300,0,0
100.216605500,1,0
100.217656800,0,0
100.217760700,1,0
100.217866000,0,0
100.218600100,1,0
100.218812900,0,0
100.219127100,1,0
100.219231900,0,0
100.219756200,1,0
100.219969100,0,0
100.220178500,1,0
100.220283300,0,0
100.220388200,1,0
100.220493000,0,0
100.220808000,1,0
100.221125800,0,0
100.222069600,1,0
100.222284300,0,0
100.222598700,1,0
100.222703500,0,0
100.223227800,1,0
100.223442700,0,0
100.223756500,1,0
100.223966500,0,0
100.224071400,1,0
100.224281400,0,0
100.224385900,1,0
100.224738600,0,0
100.224846400,1,0
100.225885100,0,0
100.225991300,1,0
100.227030000,0,0
100.227136400,1,0
100.227238500,0,0
100.227968300,1,0
100.228175100,0,0
100.228385600,1,0
100.228591400,0,0
100.229113200,1,0
100.229320000,0,0
100.230258300,1,0
100.230465700,0,0
100.230571800,1,0
100.230777900,0,0
100.231403700,1,0
100.231610800,0,0
100.231717200,1,0
100.231819500,0,0
100.232237500,1,0
100.232339300,0,0
100.232549300,1,0
100.232756300,0,0
100.232862800,1,0
100.232965000,0,0
100.233694700,1,0
100.233901900,0,0
100.234320500,1,0
100.234422300,0,0
100.234840200,1,0
100.235046900,0,0
100.235153300,1,0
100.235359300,0,0
100.235465400,1,0
100.235567200,0,0
100.235777300,1,0
100.241064400,0,0
100.522333500,1,0
100.527335700,0,0
100.527440600,1,0
100.528491700,0,0
100.528595500,1,0
100.529646700,0,0
100.529751100,1,0
100.529855900,0,0
100.530590000,1,0
100.530802800,0,0
100.531117000,1,0
100.531222300,0,0
100.531746100,1,0
100.531958900,0,0
100.532168100,1,0
100.532272900,0,0
100.532377800,1,0
100.532483000,0,0
100.532797400,1,0
100.533114700,0,0
100.534058000,1,0
100.534272600,0,0
100.534587100,1,0
100.534692400,0,0
100.535216300,1,0
100.535431200,0,0
100.535745500,1,0
100.535955300,0,0
100.536059700,1,0
100.536269600,0,0
100.536374000,1,0
100.536729000,0,0
100.536836700,1,0
100.537875400,0,0
100.537982300,1,0
100.539021000,0,0
100.539127200,1,0
100.539229500,0,0
100.539959300,1,0
100.540165900,0,0
100.540377100,1,0
100.540582800,0,0
100.541104700,1,0
100.541311500,0,0
100.542249800,1,0
100.542457100,0,0
100.542563800,1,0
100.542769900,0,0
100.543395700,1,0
100.543602800,0,0
100.543709200,1,0
100.543811300,0,0
100.544229300,1,0
100.544331100,0,0
100.544541100,1,0
100.544748300,0,0
100.544854700,1,0
100.544957000,0,0
100.545686700,1,0
100.545893700,0,0
100.546312500,1,0
100.546414300,0,0
100.546832200,1,0
100.547038900,0,0
100.547145300,1,0
100.547351400,0,0
100.547457500,1,0
100.547559300,0,0
100.547769400,1,0
100.553057000,0,0
100.887329600,1,0
100.892332200,0,0
100.892436500,1,0
100.893487700,0,0
100.893592100,1,0
100.894643000,0,0
100.894746800,1,0
100.894852100,0,0
100.895585800,1,0
100.895798400,0,0
100.896112700,1,0
100.896217500,0,0
100.896741700,1,0
100.896955100,0,0
100.897164500,1,0
100.897269800,0,0
100.897374800,1,0
100.897479600,0,0
100.897794600,1,0
100.898111500,0,0
100.899055600,1,0
100.899270700,0,0
100.899585400,1,0
100.899690200,0,0
100.900214400,1,0
100.900429800,0,0
100.900744100,1,0
100.900954000,0,0
100.901059000,1,0
100.901269000,0,0
100.901373500,1,0
100.901724500,0,0
100.901832300,1,0
100.902871000,0,0
100.902977300,1,0
100.904016000,0,0
100.904122400,1,0
100.904224500,0,0
100.904954300,1,0
100.905161100,0,0
100.905371600,1,0
100.905577300,0,0
100.906099200,1,0
100.906306000,0,0
100.907244300,1,0
100.907451700,0,0
100.907557800,1,0
100.907763900,0,0
100.908389700,1,0
100.908596800,0,0
100.908703200,1,0
100.908805500,0,0
100.909223500,1,0
100.909325300,0,0
100.909535300,1,0
100.909742300,0,0
100.909848800,1,0
100.909951000,0,0
100.910680800,1,0
100.910887900,0,0
100.911306500,1,0
100.911408300,0,0
100.911826200,1,0
100.912032900,0,0
100.912139300,1,0
100.912345400,0,0
100.912451500,1,0
100.912553300,0,0
100.912763400,1,0
100.918054900,0,0
101.192333700,1,0
101.197335600,0,0
101.197440400,1,0
101.198491300,0,0
101.198596100,1,0
101.199647400,0,0
101.199751800,1,0
101.199856500,0,0
