Time [s],Value,Parity Error,Framing Error
0.149993000000000,0x2A,,
0.151138500000000,0x2A,,
0.152284000000000,0x2A,,
0.153429400000000,0x00,,
0.154575000000000,0x00,,
0.155720300000000,0x00,,
0.156865800000000,0x00,,
0.158011200000000,0x00,,
0.159156600000000,0x00,,
0.160302000000000,0x00,,
0.161447400000000,0x00,,
0.162592700000000,0x00,,
0.163738200000000,0x00,,
0.164883600000000,0x00,,
0.166029100000000,0x00,,
0.167174400000000,0x00,,
0.168319900000000,0x00,,
0.169465200000000,0x00,,
0.170610700000000,0x00,,
0.171756000000000,0x00,,
0.172901500000000,0x00,,
0.174046800000000,0x00,,
0.175192300000000,0x00,,
0.176337600000000,0x00,,
0.177483100000000,0x00,,
0.178628400000000,0x01,,
0.179773400000000,0x2F,,
0.185791300000000,0x00,,Error
0.216358400000000,0xFF,,
0.217514100000000,0xFF,,
0.218669700000000,0x01,,
0.219825200000000,0x04,,
0.220981400000000,0x8A,,
0.222137700000000,0x00,,
0.223295400000000,0x04,,
0.224453900000000,0x6C,,
0.225751500000000,0xFF,,
0.226897800000000,0xFF,,
0.228043300000000,0x01,,
0.229188100000000,0x06,,
0.230333600000000,0x00,,
0.231479100000000,0x03,,
0.232624900000000,0x21,,
0.233770300000000,0x01,,
0.234915600000000,0x08,,
0.236060800000000,0xCB,,
0.242080000000000,0x00,,Error
0.250362300000000,0xFF,,
0.251518400000000,0xFF,,
0.252674300000000,0x01,,
0.253829800000000,0x04,,
0.254986400000000,0x8A,,
0.256142100000000,0x00,,
0.257300100000000,0x04,,
0.258458600000000,0x6C,,
0.274625100000000,0x00,,Error
0.546360000000000,0xFF,,
0.547516300000000,0xFF,,
0.548672100000000,0x01,,
0.549827500000000,0x04,,
0.550984100000000,0x8A,,
0.552139900000000,0x00,,
0.553297600000000,0x04,,
0.554455800000000,0x6C,,
0.555753800000000,0xFF,,
0.556900100000000,0xFF,,
0.558045100000000,0x01,,
0.559189900000000,0x06,,
0.560334900000000,0x00,,
0.561480400000000,0x03,,
0.562625600000000,0x21,,
0.563771000000000,0x01,,
0.564916400000000,0x08,,
0.566061300000000,0xCB,,
0.572081000000000,0x00,,Error
0.660368800000000,0xFF,,
0.661525300000000,0xFF,,
0.662680600000000,0x01,,
0.663836000000000,0x04,,
0.664992100000000,0xCD,,
0.666147700000000,0x00,,
0.667305700000000,0x3B,,
0.668464400000000,0xF2,,
0.669836000000000,0xFF,,
0.670982400000000,0xFF,,
0.672127200000000,0x01,,
0.673272600000000,0x3D,,
0.674417400000000,0x00,,
0.675563800000000,0x3B,,
0.676709000000000,0xD0,,
0.677854400000000,0x0B,,
0.678999600000000,0xF6,,
0.680145000000000,0x82,,
0.681290200000000,0x82,,
0.682435600000000,0x80,,
0.683580900000000,0x03,,
0.684726300000000,0x00,,
0.685871700000000,0x3C,,
0.687017100000000,0x00,,
0.688162500000000,0x50,,
0.689307900000000,0x1E,,
0.690453300000000,0x00,,
